experiment,strategy,target_cefr,text_id,original,simplified,reference,gold_cefr,pred_cefr,conf_score,meaningbert,bertscore,prob_A1,prob_A2,prob_B1,prob_B2
A2_2_with_instructions,2_with_instructions,A2,36-a2,"If most people have four to six dreams every night after the age of ten, that's as many as 2,000 dreams per year. So, by the time they reach 80 years old the average person might have had 140,000 dreams. Even if we forget 95–99 per cent of our dreams, that's still a few thousand remembered dreams across a lifetime. It's not too difficult to believe that, by coincidence, a dream event is followed by a real-life event that's similar to it, especially if the subject of the dream is something that happens often in everyday life.","Most people dream every night.
They have 4 to 6 dreams.
This starts after age ten.
So, they have about 2,000 dreams each year.
By age 80, a person may have had 140,000 dreams.

We forget most dreams.
We forget 95 to 99 percent.
But we still remember some.
We remember a few thousand dreams.
This is over our whole life.

It is easy to think that a dream can be like real life.
Sometimes, a dream is like something that happens later.
This is a coincidence.
A coincidence means two things happen by chance.
They seem connected, but they are not.
This happens more with dreams about normal things.
Things that happen every day.","Most people have 4 to 6 dreams every night after they turn 10. That means around 2,000 dreams every year. By age 80, a person may have about 140,000 dreams. Even if we forget 95?C99% of our dreams, we still remember many. So, it's not strange if something we dream later happens in real life, especially if it is something we often see in daily life.",A2,A2,0.9996,79.62,0.9016,0.0,0.9996,0.0004,0.0
A2_2_with_instructions,2_with_instructions,A2,44-a2,"Around the 18th and 19th centuries two main ideas about dreams became popular. One was the idea that the things we see in our dreams represent things hidden from our conscious mind. Freud believed that if we understand what dreams are telling us, we can understand our hidden feelings and the problems they cause. However, the other theory was the opposite. It said that dreams are just a collection of random activity in the brain while it's organising memories and events from the day. When we wake up, we try to make sense of these random images and feelings and put them into some sort of story.","A long time ago, people had two main ideas about dreams.
One idea said dreams show us hidden thoughts.
Freud thought dreams tell us about our secret feelings and problems.
But the other idea was different.
It said dreams are only random things happening in the brain.
The brain sorts memories from the day.
When we wake up, we see random pictures and feelings.
We try to make a story from them.","In the 18th and 19th centuries, people had two main ideas about dreams. The first idea was that dreams show things that we dont know in our mind. Freud believed that if we look at dreams, we can understand our hidden feelings and problems. The second idea was opposite. It said dreams are only random things in the brain when it is cleaning and organising the day's memories. When we wake up, we try to make a story from these pics and feelings.",A2,A2,0.9998,64.07,0.9304,0.0,0.9998,0.0001,0.0
A2_2_with_instructions,2_with_instructions,A2,49-a2,"Some people think writing your dreams down can open your mind to lucid dreaming. Lucid dreams are dreams where you're not only aware you're dreaming but you can make decisions to affect the events of your dreams. So, maybe you can turn a nightmare into a safe-feeling dream, or you can direct the plot of your dream like a film director. Then, instead of just working out the meaning of your dreams, you'll be creating them, though you might want to continue having some dreams that allow your subconscious to tell you what's on your mind! ","Some people write down their dreams. They think this helps with lucid dreaming. What is lucid dreaming? In a lucid dream, you know you are dreaming. You can also choose what happens. You can change a bad dream. You can make it a good dream. You can control your dream story. Like a movie director. You will make your own dreams. You are not just finding their meaning. But some dreams are still important. They show you your hidden thoughts.","Some people think that writing down dreams in a notebook can help them have lucid dreams. A lucid dream is when you know you are dreaming, and you can change what happens. For example, you can make a bad dream feel safe, or you can control the story like a movie director. In this way, you are not only looking for the meaning of your dreams, but also making them. But sometimes, you may still want dreams that show what is in your mind.",A2,A2,0.9997,83.5,0.9311,0.0001,0.9997,0.0002,0.0
A2_2_with_instructions,2_with_instructions,A2,46-a2,"Whether NASA can find the remaining middle-sized NEOs depends on getting the money to build NEOCam, a 0.5-metre space telescope which would use infrared light to locate asteroids. If it did get the money, it could probably achieve its goal in ten years. Once logged, the planetary defence team would still need to work out how to defend the planet against being hit by the truly worrying asteroids – the PHAs.","NASA wants to find space rocks.
These rocks are near Earth.
NASA needs money for a new telescope.
The telescope is called NEOCam.
It will fly in space.
It uses special light to find rocks.
If NASA gets the money, they can do this.
They think it will take 10 years.
After finding the rocks, there is more work.
A special team protects Earth.
They must plan how to save our planet.
Some space rocks are very dangerous.
They need to stop these big rocks.","NASA needs money to build NEOCam, a space telescope with a small lens, to find the rest of the middle-sized asteriods. This telescope would use infrared light to look for them. If NASA gets the money, it could finish this in 10 years. After that, the team must still plan how to stop the very dangerous asteriods, called PHAs, from hitting Earth.",A2,A2,0.9994,58.51,0.9064,0.0,0.9994,0.0006,0.0
A2_2_with_instructions,2_with_instructions,A2,47-a2,"The 'buy nothing' trend has now reached influencers on social media who usually share posts of clothing and make-up that they recommend for people to buy. Some YouTube stars now encourage their viewers not to buy anything at all for periods as long as a year. Two friends in Canada spent a year working towards buying only food. For the first three months they learned how to live without buying electrical goods, clothes or things for the house. For the next stage, they gave up services, for example haircuts, eating out at restaurants or buying petrol for their cars. In one year, they'd saved $55,000.","The 'buy nothing' idea is popular now. This idea is for not buying new things. People called influencers are on social media. They often show clothes and make-up. They tell people to buy these things. But now, some influencers follow the 'buy nothing' idea.

Some famous people are on YouTube. They tell their viewers to buy nothing. They say 'buy nothing' for a year.

Two friends in Canada tried this. For one year, they bought only food. For three months, they bought no new things. They bought no electric items. They bought no clothes. They bought no home items.

Then, they stopped paying for services. Services are things like haircuts. They did not eat in restaurants. They did not buy gas for their cars. After one year, they saved $55,000.","The ""buy nothing"" idea is now gaining popularity among social media influencers. Normally, they show clothes and make-up for people to buy. But now, some YouTubers tell their fans not to buy anything, even for one year. Two friends in Canada did this and only bought food for a year. In the first three months, they stopped buying electronics, clothes, and things for the house. Later, they also stopped paying for services, like haircuts, eating in restaurants, and petrol for their cars. In one year, they saved $55,000.",A2,A2,0.9989,84.29,0.9206,0.0004,0.9989,0.0007,0.0
A2_2_with_instructions,2_with_instructions,A2,54-a2,"Faith47 is from Cape Town in South Africa. She paints big, colourful pictures of people and animals and likes to explore different locations. Her work is found on pavements, in empty factories and on abandoned cars. She likes the fact that most street art is temporary and will soon be removed by weather or cleaners from the city council. For her, this reflects how life is full of change with its cycle of endings and new beginnings.","Faith47 is from Cape Town in South Africa.
She paints big, colourful pictures.
She paints people and animals.
She likes to find new places.
You can see her art.
It is on streets.
It is in old factories.
It is on old cars.
She likes street art.
It does not stay forever.
Rain or sun can wash it away.
City workers can clean it.
For her, this is like life.
Life always changes.
Things end.
New things start.","Faith47 comes from Cape Town in South Africa. She paints big, colourful pictures of people and animals. She likes to paint in many places, like on pavements, in empty factories, and on old cars. And we can see her work in these places. She enjoys that street art does not last forever and will be removed by rain or by city cleaners. For her, this shows that life is always changing, with things ending and new beginnings.",A2,A2,1.0,82.35,0.9343,0.0,1.0,0.0,0.0
A2_2_with_instructions,2_with_instructions,A2,53-a2,"In some areas, councils have tried to encourage artists not to paint graffiti randomly on walls by allowing them to work in designated areas. Taiwan is one such place and there are 'graffiti zones' where artists are free to paint and write on walls. In São Paulo in Brazil, the city council has even allowed some graffiti artists to paint on the city's subway trains. ","City leaders help artists.
Graffiti is art on walls.
They ask artists not to paint graffiti anywhere.
They let artists paint in special places.
Taiwan is one of these places.
It has graffiti areas.
Artists can paint and write there.
São Paulo is a city in Brazil.
City leaders let some graffiti artists.
They paint on city trains.","In some places, councils want artists to stop painting graffiti anywhere on the walls. Instead, they give them special places to paint. In Taiwan, there are ""graffiti zones"" where artists can paint and write on walls. In São Paulo, Brazil, the council also lets some graffiti artists paint on the city's subway trains.",A2,A2,0.9994,65.48,0.9235,0.0001,0.9994,0.0005,0.0
A2_2_with_instructions,2_with_instructions,A2,63-a2,"Historically, more bridges were made of wood and were much more susceptible to fire. This was particularly true of old-fashioned train bridges, where the spark created by the steel wheels and steel tracks could sometimes cause a bridge to catch fire and burn to the ground.","Long ago, many bridges were wood.
Wood burns easily.
This was a problem for old train bridges.
Trains had metal wheels.
Tracks were also metal.
These made sparks.
Sparks could start a fire.
Then the bridge would burn down.","In the past, many bridges were made of wood. Wood can burn easily. Train bridges had a big problem, because the steel wheels on the steel tracks made sparks. The sparks could make the wooden bridge burn.",A2,A2,0.9993,52.74,0.9338,0.0,0.9993,0.0006,0.0
A2_2_with_instructions,2_with_instructions,A2,52-a2,"Blek le Rat started out painting rats on the walls of his home city, Paris. Nowadays, he tries to make people think about different social issues and problems. He paints pictures of homeless people in big cities to encourage residents to think about the problem of homelessness.","Blek le Rat first painted rats.
He painted them on walls in Paris.
Now, he wants people to think.
He wants them to think about problems in society.
He paints pictures of homeless people.
He paints them in big cities.
He wants people to think about people without homes.","Blek le Rat began by painting rats on the walls of Paris, his home city. Now, he uses his art to talk about social problems. In big cities, he paints pictures of homeless people to make others think about homelessness.",A2,A2,0.9999,79.35,0.9406,0.0001,0.9999,0.0,0.0
A2_2_with_instructions,2_with_instructions,A2,55-a2,"In her previous work environment, Gabriela was used to a high power distance culture where power and authority are respected and everyone has their rightful place. In such a culture, leaders make the big decisions and are not often challenged. Her Swedish team, however, were used to working in a low power distance culture where subordinates often work together with their bosses to find solutions and make decisions. Here, leaders act as coaches or mentors who encourage independent thought and expect to be challenged.","Gabriela had an old job. She knew a ""high power distance culture"". This means people respect power. Leaders are very important. Everyone has a clear place. In this culture, leaders make important choices. People do not question them.

But her new team was Swedish. They worked in a ""low power distance culture"". This means leaders and workers are more equal. Workers and leaders often work together. They solve problems and decide things. Here, leaders are like helpers. They are like teachers. They want people to think for themselves. They want people to ask questions.","In her old job, Gabriela worked in a place with high power distance. This means people respect authority, and leaders make the big decisions. Workers do not usually question their bosses. But her Swedish team worked in a low power distance culture. Here, workers and bosses make decisions together. Leaders act like coaches or teachers, and they want workers to think for themselves and even question them.",A2,A2,0.9932,82.54,0.9214,0.0058,0.9932,0.001,0.0
A2_2_with_instructions,2_with_instructions,A2,62-a2,"Writing about your dreams will mean you start to remember more details about the dream, so think about the people and place where the dream happened as they might add to the meaning too. Over the period of a week you'll be surprised how much you've written down. Now you can start connecting your dreams to the events and feelings in your daily life.","Write about your dreams. You will remember more details. Think about the people in your dream. Think about the place. This can help you understand the dream. Do this for one week. You will write a lot. You will be surprised. Now, link your dreams. Think about your daily life. Think about what happens. Think about your feelings.","When you write down your dreams, you remember more things. Think about the people and the place in the dream, because they can mean something. After one week, you will see that you have written a lot. Then, you can see how your dreams link to your feelings in your daily life.",A2,A2,0.9998,87.64,0.9225,0.0001,0.9998,0.0001,0.0
A2_2_with_instructions,2_with_instructions,A2,64-a2,"It is impossible to know how street art will develop in the future but certain trends are emerging. While most street artists are young people who paint in their city or neighbourhood, more and more street artists are travelling and working around the globe. Other artists are using the internet to talk to each other and share photos of their work. Also, the art world is giving more recognition to street art as a legitimate art form. Although we don't know what will happen to street art in the future, we can be sure that it is here to stay!","We don't know how street art will change. But new things are starting.
Many street artists are young. They paint in their town. But now, more artists travel. They work in many countries.
Some artists use the internet. They talk together. They show pictures of their art.
Also, people who like art see street art. They think it is real art now.
We don't know what will happen later. But we know it will stay.","We don't know what street art will be like in the future, but we can see some changes now. Most street artists are young and paint in their own city. But more artists are travelling and making art in other countries. They also use the internet to talk and show pictures of their work. Today, street art is starting to get more respect as real art. We don't know what will happen, but street art is htere.",A2,A2,0.9996,79.94,0.934,0.0003,0.9996,0.0,0.0
A2_2_with_instructions,2_with_instructions,A2,61-a2,"The heroine of the story, a sixteen year old girl called Katniss Everdeen, has lost her father in a mining accident and has to provide food for her family. She hunts in the woods around District 12 with her friend Gale and becomes very skilful with a bow and arrow. When her younger sister, Prim, is chosen as one of the tributes, Katniss volunteers to go instead. The other tribute from District 12 is a boy named Peeta and Katniss soon finds herself in a complicated relationship with him.",Katniss is the main girl. She is 16. Her father died. It was a mining accident. She must find food for her family. She hunts in the forest. Her friend Gale helps her. They live in District 12. She is good with a bow and arrow. Her little sister is Prim. Prim is chosen as a tribute. Katniss says she will go. She goes instead of Prim. Peeta is the other tribute. He is from District 12. Katniss and Peeta have a difficult relationship.,"Katniss is 16 years old. Her father died in a mining accident, so she has to help her family and bring them food. She hunts in the forest near District 12 with her friend Gale. Katniss is very good at shooting with a bow and arrow. One day, her sister Prim is chosen to fight in the Games. Katniss says she will go instead. The other tribute is a boy called Peeta, and Katniss has a strange and hard relationship with him.",A2,A2,0.9943,68.27,0.9341,0.0055,0.9943,0.0001,0.0
A2_2_with_instructions,2_with_instructions,A2,57-a2,"Os Gêmeos are identical twin brothers from São Paulo. They paint everything from tags to huge, colourful pictures of people on the sides of buildings. Their work is often so big that they need cranes to help them work. In 2007, they covered the whole of a castle in Scotland with paint.","Os Gêmeos are twin brothers.
They are from São Paulo.
They paint many things.
They paint small drawings and big, colourful pictures of people.
They paint on buildings.
Their pictures are often very big.
They need special machines.
These machines are called cranes.
Cranes help them paint.
In 2007, they painted a whole castle.
This castle was in Scotland.","Os Gêmeos are identical twin brothers from São Paulo.  They paint many things, from small tags to very big, colourful pics of people bu buildings. Their work is often so big that they need cranes to help them. In 2007, they painted a whole castle in Scotland.",A2,A2,1.0,77.43,0.9313,0.0,1.0,0.0,0.0
A2_2_with_instructions,2_with_instructions,A2,58-a2,"People have been painting and writing on walls throughout history. In prehistoric times, people in Africa and Europe used to paint pictures of animals and people in caves. Graffiti has been found on buildings at ancient sites in Greece, Italy, Syria and Iraq. In the Roman town of Pompeii, archaeologists have found numerous examples of graffiti written in Latin. These include religious, political and romantic messages, and even some magic spells!","People painted and wrote on walls. They did this for a very long time.

A very long time ago, people lived. They were in Africa and Europe. They painted pictures in caves. They painted animals and people.

We found graffiti. Graffiti is writing or drawing on walls. It was on old buildings. These buildings were in Greece, Italy, Syria, and Iraq.

There was a Roman town. Its name was Pompeii. People found many graffiti there. They were written in Latin. Latin is an old language.

The graffiti had different messages. Some were about religion. Some were about politics. Some were about love. There were even magic words.","People have painted and written on walls for a very long time. In early times, people in Africa and Europe painted animals and people inside caves. Graffiti has also been found on old buildings in Greece, Italy, Syria, and Iraq. In the Roman town of Pompeii, archaeologists found many graffiti messages in Latin. These messages were about religion, politics, love, and even magic spells!",A2,A2,0.9996,67.59,0.9141,0.0001,0.9996,0.0003,0.0
A2_2_with_instructions,2_with_instructions,A2,60-a2,"The first is DART – the Double Asteroid Redirection Test. Plans are scheduled to test DART on the moon of an asteroid called Didymos. 'Didymoon' is 150 metres wide, orbiting its 800-metre mother, and hopefully the impact of DART will knock it out of its orbit enough for Earth-based telescopes to pick up.","The first thing is DART.
DART means Double Asteroid Redirection Test.
An asteroid is a big rock in space.
This test wants to change an asteroid's path.
They will test DART on a space rock.
This rock is called Didymos.
Didymos has a small moon.
The moon is called Didymoon.
Didymoon is 150 meters wide.
Didymos is 800 meters wide.
Didymoon moves around Didymos.
DART will hit Didymoon.
They hope the hit will push Didymoon.
It should move a little bit.
Then telescopes on Earth can see this change.","The first project is DART- the Double Asteroid Redirection Test. It will be tested on the moon of an asteroid called Didymos. This moon is called ""Didymoon."" It is 150 metres wide and goes around its bigger ""mother"" asteroid, which is 800 metres wide. Scientists hope that when DART hits Didymoon, it will change its path enough for telescopes on Earth to see.",A2,A2,0.9982,58.19,0.9149,0.0,0.9982,0.0017,0.0
A2_2_with_instructions,2_with_instructions,A2,51-a2,"Not content with one amazing trip, some of today's adventurers go from challenge to challenge. Meagan McGrath from Canada has climbed the highest mountain on each continent, ridden a bike across Canada and run a long-distance race in the Sahara Desert in 45ºC heat. But perhaps her most remarkable journey was a skiing trip to the South Pole. On the first day, she fell into a glacier and had to be rescued. Many of us would have given up at that point, but Meagan decided to carry on. She reached the South Pole forty days later, having pulled a sledge with a tent and all her food behind her through freezing conditions and ice storms. ","Some people love adventures. They do many hard things.
Meagan McGrath is from Canada. She climbed the highest mountain on every big land. She rode a bike across Canada. She ran a long race in the Sahara Desert. It was very hot, 45 degrees.
But one trip was very special. She skied to the South Pole.
On the first day, she fell into a big ice river. Someone had to help her.
Many people would stop. But Meagan did not stop.
She got to the South Pole. It took her 40 days. She pulled a small cart for snow. Her tent and food were in it. It was very cold. There were ice storms.","Some adventurers today like to do many difficult trips. Meagan McGrath from Canada climbed the tallest mountain on each continent, rode her bike across Canada, and ran a long race in the Sahara Desert, where it was 45ºC. But maybe her most special trip was skiing to the South Pole. On the first day, she fell into a glacier and needed help to get out. Many people would stop there, but Meagan continued. After forty days, she reached the South Pole, pulling a sledge with her tent and food through very cold weather and ice storms.",A2,A2,0.9999,59.35,0.935,0.0001,0.9999,0.0001,0.0
A2_2_with_instructions,2_with_instructions,A2,59-a2,"Have you ever dreamt of climbing Mount Everest or walking to the South Pole? If so, you're not alone. Every year, thousands of people try to climb the world's highest mountains or walk across continents. Unlike the explorers of the past who used maps and compasses, today's adventurers travel with modern technology like GPS and satellite phones. Many adventurers are nature lovers who use their travels to help raise awareness about a range of environmental issues, while others are keen to help people in need and raise money for charities. ","Do you want to climb Mount Everest? (Mount Everest is a very high mountain.)
Or walk to the South Pole? (The South Pole is a very cold place.)
You are not alone.
Every year, many people try this.
They climb very tall mountains.
Or they walk across big lands. (These big lands are called continents.)
Long ago, explorers used maps.
They also used a compass. (A compass helps you find north.)
Today, explorers use new tools.
They use GPS. (GPS shows them where they are.)
They use satellite phones. (These phones help them talk from far away.)
Many explorers love nature.
They travel to show problems with nature. (Like pollution.)
Other explorers want to help people.
They collect money for good groups. (These groups are called charities.)","Have you ever dreamed of climbing Mount Everest or going to the South Pole? Many people have. Every year, thousands of people try to climb the highest mountains or walk across continents. In the past, explorers used maps and compasses, but now they use modern tools like GPS and satellite phones. Many of them love nature and want to tell people about environmental problems. Others want to help people in need and collect money for charities.",A2,A2,0.9995,58.09,0.8832,0.0001,0.9995,0.0005,0.0
A2_2_with_instructions,2_with_instructions,A2,50-a2,"People might not realise they are part of the disposable clothing problem because they donate their unwanted clothes to charities. But charity shops can't sell all those unwanted clothes. 'Fast fashion' goes out of fashion as quickly as it came in and is often too poor quality to recycle; people don't want to buy it second-hand. Huge quantities end up being thrown away, and a lot of clothes that charities can't sell are sent abroad, causing even more economic and environmental problems.","People give old clothes to charity shops.
They think this is good.
But it can cause a problem.
This is the 'throw-away clothes' problem.

Charity shops cannot sell all old clothes.

There is something called 'fast fashion'.
These clothes are cheap.
They go out of style fast.
They are not good quality.
So, we cannot use them again. This is called recycling.
People do not want to buy them used.

Many clothes are thrown away.
Charity shops send clothes away.
They send them to other countries.
This makes more problems.
It causes money problems.
It also causes nature problems.","Some people don't know they are part of the clothing waste problem because they give old clothes to charities. But charity shops cannot sell all of them. Fast fashion quickly goes out of style and is often poor in quality, so people don't want to buy second-hand. A lot of clothes are thrown away, and many clothes that charities cannot sell are sent to other countries. This causes money and environmental problems.",A2,A2,0.9868,65.32,0.897,0.0,0.9868,0.0132,0.0
A2_2_with_instructions,2_with_instructions,A2,65-a2,"Suzanne Collines has always found news programmes of wars upsetting. When she was a child, her father was a pilot in the US Air Force and he fought in Vietnam. Her mother tried to protect her by not telling her what was happening in the war, but she still saw news programmes about the war and knew that her dad was there. It was a very frightening experience for her.","War news always made Suzanne sad.
Suzanne was a child.
Her father was a pilot.
He was in the US Air Force.
He went to war in Vietnam.
Her mother wanted to keep her safe.
She did not talk about the war.
But Suzanne still saw war news.
She knew her dad was there.
It was a very scary time for her.","Suzanne Collines alwasy felt sad when she saw war news on TV. When she was a child, her father was a  pilot in the US Air Force and fought in Vietnam. Her mother did not tell her much about the war to keep her safe, but she still saw the news and knew her dad was there. It was very scary for her.",A2,A2,0.9999,84.4,0.9243,0.0,0.9999,0.0001,0.0
A2_2_with_instructions,2_with_instructions,A2,70-a2,"Chloe arrived home from school, made herself a cup of coffee and took it up to her bedroom. She had some homework to do, but that could wait for later. She wanted to enjoy the quiet hour before her parents arrived home and the house filled up with the evening sounds of chatter, television or her dad listening to his beloved jazz while he cooked dinner. She liked this time of day too because she could play with her pet rats.","Chloe came home from school.
She made coffee.
She took it to her room.
She had homework.
She would do it later.
She wanted a quiet hour.
Her parents were not home yet.
Soon, the house would be noisy.
Her parents would talk.
The TV would be on.
Her dad liked jazz music.
He listened to it when he cooked.
She also liked this time.
She could play with her pet rats.","Chloe got home from school and made a cup of coffee. She went to her room. She had homework, but she wanted to do it later. She enjoyed the quiet hour before her parents came home. In the evening, the house was full of talking, TV, and her dad's jazz music while he cooked. Chloe also liked this time as she could play with her pet rats.",A2,A2,1.0,89.88,0.9358,0.0,1.0,0.0,0.0
A2_2_with_instructions,2_with_instructions,A2,74-a2,"Over 4,000 climbers, aged from thirteen to eighty have been to the top of Everest. Though climbing high mountains in freezing conditions and violent storms is still extremely dangerous, the world's best climbers now look for new challenges. Gerlinde Kaltenbrunner from Austria fell in love with mountain climbing as a teenager. When she left school, she worked as a nurse, but kept climbing in her free time.","More than 4,000 people climbed Mount Everest.
They were from 13 to 80 years old.
Climbing big mountains is very dangerous.
It is very cold and stormy.
But the best climbers want new challenges.
Gerlinde Kaltenbrunner is from Austria.
She loved climbing mountains.
She started when she was young.
After school, she was a nurse.
But she still climbed mountains.
She climbed in her free time.","Over 4,000 climbers, aged between 13 to 80,  have been to the top of Mount Everest. Climbing high mountains is still very dangerous due to the cold and storms. The best climbers now look for new challenges. Gerlinde Kaltenbrunner from Austria started to love climbing when she was a teenager. After school, she became a nurse, but she still climbed in her free time.",A2,A2,0.9999,72.48,0.9399,0.0,0.9999,0.0001,0.0
A2_2_with_instructions,2_with_instructions,A2,69-a2,"Pi and Richard Parker spend 227 days in the lifeboat. They live through hunger, illness and exhaustion. They endure violent storms and the burning heat of the Pacific sun, but somehow they survive. At times, Pi finds comfort in his three religions, but at other times he is overcome with loneliness and despair. Finally, the Mexican coast appears on the horizon and everything changes. It would be a shame to give away the ending, so you will have to read the book yourself to find out what happens to Pi and Richard Parker once land is in sight.","Pi and Richard Parker spend 227 days in the lifeboat.
They feel hungry and sick.
They are very tired.
They face bad storms.
The sun is very hot.
But they live.
Sometimes Pi feels strong.
His three religions help him.
Other times, he feels very alone.
He feels no hope.
Finally, they see land.
It is Mexico.
Things change then.
I cannot tell you the end.
You must read the book.
Then you will know what happens.
What happens to Pi and Richard Parker?
After they see land.","Pi and Richard Parker stay in a lifeboat for 227 days. They are usually hungry, sick and very tired. They live through big storms and the hot sun of the Pacific Ocean, but they are alive. Sometimes Pi feels better because of his three religions, but other times he feels very sad and alone. One day, he sees the land of Mexico, and things start to change. To know the ending, you must read the book yourself.",A2,A2,1.0,64.16,0.9296,0.0,1.0,0.0,0.0
A2_2_with_instructions,2_with_instructions,A2,67-a2,"Erik Weihenmayer from the United States is a multi-adventurer. He's ridden a bike through the deserts of Morocco, kayaked through the Grand Canyon and climbed Everest. Amazingly, Erik has been blind since the age of 13. Apart from his travels, he tries to encourage people with disabilities to live active lives and takes groups of young blind people on climbing expeditions.",Erik Weihenmayer is from the USA. He does many adventures. He rode a bike in Morocco's deserts. He kayaked in the Grand Canyon. He climbed Mount Everest. This is special: Erik cannot see. He has been blind since he was 13. He also helps other people. He helps people with disabilities. (This means they have problems with their body). He tells them to be active. He takes young blind people. They go on climbing trips.,"Erik Weihenmayer is from the United States and loves adventures. He rode a bike in the deserts of Morocco, went in a kayak in the Grand Canyon, and climbed Mount Everest. He has been blind since he was 13 years old. Erik also helps people with disabilities. He takes groups of blind young people on climbing trips to show them they can be active too.",A2,A2,0.9998,84.48,0.9391,0.0002,0.9998,0.0,0.0
A2_2_with_instructions,2_with_instructions,A2,75-a2,"Having climbed Everest, Gerlinde decided to climb all fourteen of the world's 8,000 metre peaks. To increase the challenge, Gerlinde climbs without using oxygen tanks. This is risky as low oxygen levels at the top of high mountains can affect brain and body functioning. Gerlinde uses her fame as a climber to support a charity for poor children and orphans in Nepal.","Gerlinde climbed Everest.
She wanted to climb 14 big mountains.
She wanted it to be harder.
She does not use oxygen tanks.
This is dangerous.
High mountains have little air.
This can hurt her brain and body.
Gerlinde is famous for climbing.
She helps people.
She helps poor children.
She helps children with no parents.
These children live in Nepal.","After climbing Mount Everest, Gerlinde wanted to climb all fourteen mountains in the world that are over 8,000 metres high. She does it harder by not using oxygen tanks. This is very risky, because at the top there is little oxygen, and it can hurt our brain and body. Gerlinde also helps a charity in Nepal to care poor children and orphans.",A2,A2,0.9999,62.22,0.9162,0.0,0.9999,0.0,0.0
A2_2_with_instructions,2_with_instructions,A2,56-a2,"When Gabriela became aware of the cultural differences between her and her team, she took the initiative to have an open conversation with them about their feelings about her leadership. Pleased to be asked for their thoughts, Gabriela's team openly expressed that they were not used to being told what to do. They enjoyed having more room for initiative and creative freedom. When she told her team exactly what she needed them to do, they felt that she didn't trust them to do their job well. They realised that Gabriela was taking it personally when they tried to challenge or make changes to her decisions, and were able to explain that it was how they'd always worked.","Gabriela saw her team had a different culture.
She decided to talk to them.
She asked how they felt about her leadership.
The team was happy Gabriela asked for their ideas.
They told Gabriela they did not like orders.
They were not used to this.
They liked to start new things.
They liked to be creative and free.
Gabriela told them exactly what to do.
The team felt she did not trust them.
They thought she did not trust their work.
The team saw Gabriela got upset.
This happened when they changed her ideas.
Or when they disagreed.
They explained their way of working.
They always worked like this.","When Gabriela saw that she and her team had cultural differences, she chose to talk with them openly about her leadership. The team was glad to be asked and said they were not used to being told what to do. They liked having more freedom and space to be creative. When Gabriela told them exactly what to do, they felt she didn't trust them to do their job. They also saw that Gabriela felt upset when they questioned her decisions. They explained that this was just the way they normally worked.",A2,A2,0.9635,87.53,0.921,0.0001,0.9635,0.0364,0.0
A2_2_with_instructions,2_with_instructions,A2,79-a2,"After weeks of frustration, Gabriela emailed her Swedish manager about the issues she was facing with her team. Her manager simply asked her if she felt her team was still performing, and what she thought would help her better collaborate with her team members. Gabriela found her manager vague and didn't feel as if he was managing the situation satisfactorily.","Gabriela was upset for many weeks.
She sent an email to her Swedish boss.
She wrote about problems with her team.
Her boss just asked her a question.
He asked if her team was working well.
He also asked what would help her.
He wanted to know how to work better with her team.
Gabriela thought her boss was not clear.
She felt he did not help enough.
He did not fix the problem well.","Gabriela was unhappy for many weeks, so she sent an email to her Swedish manager about the problems with her team. The manager only asked if the team was still working and what could help her work better with them. Gabi thought his reply was not clear, and he was not fixing the problem well.",A2,A2,0.9992,90.55,0.939,0.0,0.9992,0.0008,0.0
A2_2_with_instructions,2_with_instructions,A2,71-a2,"In 2010, the planetary defence team at NASA had identified and logged 90 per cent of the asteroids near Earth measuring 1km wide. These 'near-Earth objects', or NEOs, are the size of mountains and include anything within 50 million kilometres of Earth's orbit. With an estimated 50 left to log, NASA says none of the 887 it knows about are a significant danger to the planet.","In 2010, NASA found many space rocks.
These rocks were near Earth.
They were 1 kilometer wide.
NASA found 90 out of 100 of these rocks.
These rocks are called NEOs.
NEOs are space rocks near Earth.
They are very big, like mountains.
They are close to Earth.
NASA still needs to find about 50 more.
NASA knows about 887 rocks.
NASA says these rocks are not dangerous.
They are not a danger to Earth.","In 2010, NASA found 90% of the big asteroids near Earth that are 1km wide. They are callled 'near-Earth objects'. They are very large like mountains and they move close to Earth's path. NASA thinks about 50 are still missing, but the 887 already found are not dangerous to Earth.",A2,A2,0.9997,71.4,0.9065,0.0,0.9997,0.0003,0.0
